iteration,variation,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,mse,timeMs
160,2,100,0.0001,0.2,10,1,100,4,3,0.1,0.1,2,0,0.314678,0.148923
160,3,100,0.0001,0.2,10,1,100,4,3,0.1,0.1,2,0,0.343644,1.20298
161,3,100,0.0001,0.2,10,5,20,3,1,0.01,0,1,1,0.000946477,1.05004
162,3,100,0.0001,0.2,10,5,20,3,1,0.01,0,1,0,0.000582078,0.402863
163,3,100,0.0001,0.2,10,5,20,3,1,0.01,0,2,1,0.000420812,0.793483
164,3,100,0.0001,0.2,10,5,20,3,1,0.01,0,2,0,0.0507286,0.405265
165,3,100,0.0001,0.2,10,5,20,3,1,0.01,0.1,1,1,0.0502822,0.721042
166,3,100,0.0001,0.2,10,5,20,3,1,0.01,0.1,1,0,0.0380387,0.844422
167,3,100,0.0001,0.2,10,5,20,3,1,0.01,0.1,2,1,0.289858,1.0552
168,3,100,0.0001,0.2,10,5,20,3,1,0.01,0.1,2,0,11.4111,2.06808
169,3,100,0.0001,0.2,10,5,20,3,1,0.1,0,1,1,0.0185865,7.95322
170,3,100,0.0001,0.2,10,5,20,3,1,0.1,0,1,0,0.400043,6.83171
171,3,100,0.0001,0.2,10,5,20,3,1,0.1,0,2,1,0.108968,6.92162
172,3,100,0.0001,0.2,10,5,20,3,1,0.1,0,2,0,0.17343,7.24516
173,3,100,0.0001,0.2,10,5,20,3,1,0.1,0.1,1,1,1.61651,10.6077
174,3,100,0.0001,0.2,10,5,20,3,1,0.1,0.1,1,0,0.11349,6.42005
175,3,100,0.0001,0.2,10,5,20,3,1,0.1,0.1,2,1,0.509062,8.68084
176,3,100,0.0001,0.2,10,5,20,3,1,0.1,0.1,2,0,0.251215,6.03287
177,1,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,1,0.0954185,0.100063
177,2,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,1,0.0954185,0.384647
177,3,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,1,0.00125438,0.35823
178,1,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,0,0.000553109,0.108558
178,2,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,0,0.000572421,0.111923
178,3,100,0.0001,0.2,10,5,20,3,2,0.01,0,1,0,0.000389482,0.380645
179,1,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,1,0.000893318,0.139064
179,2,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,1,0.000469454,0.125175
179,3,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,1,0.000447647,0.400224
180,1,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,0,0.000255716,0.146039
180,2,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,0,0.00024892,0.156613
180,3,100,0.0001,0.2,10,5,20,3,2,0.01,0,2,0,0.000731786,0.900452
181,1,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.34064,0.189974
181,2,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.340816,0.407434
181,3,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.344943,0.471792
182,1,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.153406,0.477853
182,2,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.154623,0.745683
182,3,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.144103,0.580869
183,1,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.221778,0.144106
183,2,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.222545,0.175584
183,3,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.222066,0.622294
184,1,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.798157,0.121732
184,2,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.494002,0.266682
184,3,100,0.0001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.230243,0.47133
185,1,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,1,0.264172,2.06876
185,2,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,1,0.164682,1.69613
185,3,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,1,0.025143,5.11084
186,1,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,0,0.0594612,2.00474
186,2,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,0,0.0712412,1.815
186,3,100,0.0001,0.2,10,5,20,3,2,0.1,0,1,0,0.0355713,6.92739
187,1,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,1,0.0120273,1.37546
187,2,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,1,0.0120273,1.51202
187,3,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,1,0.0118767,5.3887
188,1,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,0,0.0173776,1.53995
188,2,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,0,0.0329639,1.25471
188,3,100,0.0001,0.2,10,5,20,3,2,0.1,0,2,0,0.0305311,5.16254
189,1,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,1,1.11249,1.56678
189,2,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,1,1.11249,1.821
189,3,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,1,1.37179,4.17313
190,1,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,0,1.13863,2.92555
190,2,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,0,3.39133,3.44978
190,3,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,1,0,6.7009,6.00329
191,1,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,1,1.53387,2.98213
191,2,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,1,3.60244,2.72795
191,3,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,1,4.85283,5.32086
192,1,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,0,0.294319,1.18032
192,2,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,0,0.284335,1.33655
192,3,100,0.0001,0.2,10,5,20,3,2,0.1,0.1,2,0,0.283787,2.51699
193,3,100,0.0001,0.2,10,5,20,4,1,0.01,0,1,1,0.000350668,1.24165
194,3,100,0.0001,0.2,10,5,20,4,1,0.01,0,1,0,0.000453933,1.56088
195,3,100,0.0001,0.2,10,5,20,4,1,0.01,0,2,1,0.000356912,1.27688
196,3,100,0.0001,0.2,10,5,20,4,1,0.01,0,2,0,0.000427882,0.802919
197,3,100,0.0001,0.2,10,5,20,4,1,0.01,0.1,1,1,4.7625,2.73263
198,3,100,0.0001,0.2,10,5,20,4,1,0.01,0.1,1,0,0.0646917,2.02052
199,3,100,0.0001,0.2,10,5,20,4,1,0.01,0.1,2,1,24.4058,2.46297
200,3,100,0.0001,0.2,10,5,20,4,1,0.01,0.1,2,0,0.0182505,0.96376
201,3,100,0.0001,0.2,10,5,20,4,1,0.1,0,1,1,0.0843458,8.4496
202,3,100,0.0001,0.2,10,5,20,4,1,0.1,0,1,0,2.79965,8.33157
203,3,100,0.0001,0.2,10,5,20,4,1,0.1,0,2,1,1.50861,7.69536
204,3,100,0.0001,0.2,10,5,20,4,1,0.1,0,2,0,0.0101666,6.64824
205,3,100,0.0001,0.2,10,5,20,4,1,0.1,0.1,1,1,0.281252,6.64484
206,3,100,0.0001,0.2,10,5,20,4,1,0.1,0.1,1,0,0.0503923,7.84428
207,3,100,0.0001,0.2,10,5,20,4,1,0.1,0.1,2,1,0.994199,8.98064
208,3,100,0.0001,0.2,10,5,20,4,1,0.1,0.1,2,0,0.480229,7.79394
209,3,100,0.0001,0.2,10,5,20,4,2,0.01,0,1,1,0.00564188,1.55567
210,3,100,0.0001,0.2,10,5,20,4,2,0.01,0,1,0,0.0011664,0.384118
211,3,100,0.0001,0.2,10,5,20,4,2,0.01,0,2,1,0.000897337,0.684837
212,3,100,0.0001,0.2,10,5,20,4,2,0.01,0,2,0,0.000174743,0.769755
213,3,100,0.0001,0.2,10,5,20,4,2,0.01,0.1,1,1,0.0986265,1.00205
214,3,100,0.0001,0.2,10,5,20,4,2,0.01,0.1,1,0,0.000329412,0.380331
215,3,100,0.0001,0.2,10,5,20,4,2,0.01,0.1,2,1,3.88733,1.75144
216,3,100,0.0001,0.2,10,5,20,4,2,0.01,0.1,2,0,0.239545,0.406836
217,3,100,0.0001,0.2,10,5,20,4,2,0.1,0,1,1,0.0323401,7.57022
218,3,100,0.0001,0.2,10,5,20,4,2,0.1,0,1,0,0.0249433,6.63105
219,3,100,0.0001,0.2,10,5,20,4,2,0.1,0,2,1,0.0205692,6.42311
220,3,100,0.0001,0.2,10,5,20,4,2,0.1,0,2,0,0.0287397,6.60778
221,3,100,0.0001,0.2,10,5,20,4,2,0.1,0.1,1,1,0.0631893,7.2855
222,3,100,0.0001,0.2,10,5,20,4,2,0.1,0.1,1,0,0.841062,6.70991
223,3,100,0.0001,0.2,10,5,20,4,2,0.1,0.1,2,1,2.923,7.80764
224,3,100,0.0001,0.2,10,5,20,4,2,0.1,0.1,2,0,0.313099,7.42526
225,1,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,1,0.000527525,0.129971
225,2,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,1,0.0002541,0.283662
225,3,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,1,0.000297362,0.427886
226,1,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,0,0.000523689,0.140948
226,2,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,0,0.000336418,0.178772
226,3,100,0.0001,0.2,10,5,20,4,3,0.01,0,1,0,0.00026617,0.605648
227,1,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,1,0.001439,0.132787
227,2,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,1,0.0036213,0.261876
227,3,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,1,0.000566812,0.556591
228,1,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,0,0.000863742,0.161616
228,2,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,0,0.000624509,0.193633
228,3,100,0.0001,0.2,10,5,20,4,3,0.01,0,2,0,0.000408576,0.623765
229,1,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.353231,0.395211
229,2,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.356517,0.539494
229,3,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.370431,0.371041
230,1,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.00358472,0.138692
230,2,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.00358472,0.144401
230,3,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.00370262,0.414732
231,1,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,1,8.58232,0.198076
231,2,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,1,8.654,0.504368
231,3,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,1,8.30028,0.361595
232,1,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.261957,0.124596
232,2,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.263819,0.140026
232,3,100,0.0001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.264003,0.396889
233,1,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,1,0.306583,2.48608
233,2,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,1,0.311245,2.4854
233,3,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,1,0.0877079,4.79971
234,1,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,0,1.1568,3.05253
234,2,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,0,2.93088,3.88241
234,3,100,0.0001,0.2,10,5,20,4,3,0.1,0,1,0,1.78786,7.18812
235,1,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,1,0.117603,2.15548
235,2,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,1,0.118165,2.21882
235,3,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,1,0.194193,3.20201
236,1,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,0,0.125444,1.7636
236,2,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,0,0.0334593,1.99621
236,3,100,0.0001,0.2,10,5,20,4,3,0.1,0,2,0,0.0196586,5.75594
237,1,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,1,3.0275,3.20889
237,2,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,1,3.0275,2.99602
237,3,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,1,3.05979,2.61688
238,1,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.0254927,1.76292
238,2,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.0289972,1.79663
238,3,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.0216382,4.77281
239,1,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,1,0.888944,3.09084
239,2,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,1,18.3224,3.34107
239,3,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,1,16.1484,7.46436
240,1,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,0,1.72438,2.61753
240,2,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,0,1.72438,3.43317
240,3,100,0.0001,0.2,10,5,20,4,3,0.1,0.1,2,0,6.66163,0.34492
241,3,100,0.0001,0.2,10,5,100,3,1,0.01,0,1,1,0.000178782,1.06571
242,3,100,0.0001,0.2,10,5,100,3,1,0.01,0,1,0,0.000194204,1.61424
243,3,100,0.0001,0.2,10,5,100,3,1,0.01,0,2,1,0.000271783,1.1674
244,3,100,0.0001,0.2,10,5,100,3,1,0.01,0,2,0,0.000322206,1.46824
245,3,100,0.0001,0.2,10,5,100,3,1,0.01,0.1,1,1,0.435135,1.01531
246,3,100,0.0001,0.2,10,5,100,3,1,0.01,0.1,1,0,0.179255,1.01112
247,3,100,0.0001,0.2,10,5,100,3,1,0.01,0.1,2,1,0.636127,1.24158
248,3,100,0.0001,0.2,10,5,100,3,1,0.01,0.1,2,0,0.21916,1.09179
249,3,100,0.0001,0.2,10,5,100,3,1,0.1,0,1,1,0.0325587,12.2189
250,3,100,0.0001,0.2,10,5,100,3,1,0.1,0,1,0,0.0381399,10.6204
251,3,100,0.0001,0.2,10,5,100,3,1,0.1,0,2,1,0.0660525,11.4997
252,3,100,0.0001,0.2,10,5,100,3,1,0.1,0,2,0,0.0205473,13.85
253,3,100,0.0001,0.2,10,5,100,3,1,0.1,0.1,1,1,25.6985,13.8034
254,3,100,0.0001,0.2,10,5,100,3,1,0.1,0.1,1,0,0.0603836,9.87525
255,3,100,0.0001,0.2,10,5,100,3,1,0.1,0.1,2,1,5.15078,11.4003
256,3,100,0.0001,0.2,10,5,100,3,1,0.1,0.1,2,0,85.4022,12.4443
257,1,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,1,0.00419158,0.249359
257,2,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,1,0.000801612,0.273911
257,3,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,1,0.000330607,1.29032
258,1,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,0,0.0114761,0.41071
258,2,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,0,0.00839595,0.186992
258,3,100,0.0001,0.2,10,5,100,3,2,0.01,0,1,0,0.0328002,1.76068
259,1,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,1,0.0025607,0.437636
259,2,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,1,0.00238812,0.253666
259,3,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,1,0.000249202,1.30908
260,1,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,0,0.000941746,0.231467
260,2,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,0,0.00036147,0.237058
260,3,100,0.0001,0.2,10,5,100,3,2,0.01,0,2,0,0.000221584,1.84054
261,1,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.250245,0.250752
261,2,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.226846,0.194682
261,3,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.228572,1.59894
262,1,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,0,0.0716211,0.273087
262,2,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,0,0.0659826,0.222335
262,3,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,1,0,0.0648573,1.23091
263,1,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,1,7.11623,0.186629
263,2,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,1,6.822,0.195134
263,3,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,1,7.98692,1.19389
264,1,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.363302,0.200048
264,2,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.362858,0.23032
264,3,100,0.0001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.362015,1.52938
265,1,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,1,1.54876,1.49948
265,2,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,1,1.07575,2.0912
265,3,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,1,3.78446,1.36009
266,1,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,0,0.198467,0.142243
266,2,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,0,0.130555,0.567469
266,3,100,0.0001,0.2,10,5,100,3,2,0.1,0,1,0,0.109221,1.18684
267,1,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,1,0.955095,1.93815
267,2,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,1,0.590042,1.62046
267,3,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,1,1.57529,0.93651
268,1,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,0,0.608742,1.22274
268,2,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,0,0.674812,1.46989
268,3,100,0.0001,0.2,10,5,100,3,2,0.1,0,2,0,0.643921,1.49173
269,1,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.22188,0.168099
269,2,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.237531,0.165196
269,3,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.24269,0.961004
270,1,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,0,0.584181,0.23595
270,2,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,0,0.458424,0.959101
270,3,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,1,0,1.13685,1.14388
271,1,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,1,20.7084,1.03718
271,2,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,1,7.38257,1.00107
271,3,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,1,7.09444,1.00209
272,1,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,0,0.412172,0.139094
272,2,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,0,0.33407,0.163077
272,3,100,0.0001,0.2,10,5,100,3,2,0.1,0.1,2,0,0.328238,0.934549
273,3,100,0.0001,0.2,10,5,100,4,1,0.01,0,1,1,0.00142988,0.743927
274,3,100,0.0001,0.2,10,5,100,4,1,0.01,0,1,0,0.000491496,1.00694
275,3,100,0.0001,0.2,10,5,100,4,1,0.01,0,2,1,0.000504191,0.88255
276,3,100,0.0001,0.2,10,5,100,4,1,0.01,0,2,0,0.000748652,0.793689
277,3,100,0.0001,0.2,10,5,100,4,1,0.01,0.1,1,1,0.991153,0.776857
278,3,100,0.0001,0.2,10,5,100,4,1,0.01,0.1,1,0,1.19719,0.674027
279,3,100,0.0001,0.2,10,5,100,4,1,0.01,0.1,2,1,0.464642,0.64147
280,3,100,0.0001,0.2,10,5,100,4,1,0.01,0.1,2,0,8.24538,0.656106
281,3,100,0.0001,0.2,10,5,100,4,1,0.1,0,1,1,0.0247752,14.4909
282,3,100,0.0001,0.2,10,5,100,4,1,0.1,0,1,0,0.018492,16.4654
283,3,100,0.0001,0.2,10,5,100,4,1,0.1,0,2,1,0.016543,15.1386
284,3,100,0.0001,0.2,10,5,100,4,1,0.1,0,2,0,0.0112267,13.8126
285,3,100,0.0001,0.2,10,5,100,4,1,0.1,0.1,1,1,0.47151,16.9774
286,3,100,0.0001,0.2,10,5,100,4,1,0.1,0.1,1,0,0.987846,15.3478
287,3,100,0.0001,0.2,10,5,100,4,1,0.1,0.1,2,1,415.614,15.6819
288,3,100,0.0001,0.2,10,5,100,4,1,0.1,0.1,2,0,2.89551,13.7876
289,3,100,0.0001,0.2,10,5,100,4,2,0.01,0,1,1,0.0159342,1.19701
290,3,100,0.0001,0.2,10,5,100,4,2,0.01,0,1,0,0.022935,1.22466
291,3,100,0.0001,0.2,10,5,100,4,2,0.01,0,2,1,0.000202408,1.22287
292,3,100,0.0001,0.2,10,5,100,4,2,0.01,0,2,0,0.00119665,1.02328
293,3,100,0.0001,0.2,10,5,100,4,2,0.01,0.1,1,1,0.513399,0.743456
294,3,100,0.0001,0.2,10,5,100,4,2,0.01,0.1,1,0,0.413207,0.725721
295,3,100,0.0001,0.2,10,5,100,4,2,0.01,0.1,2,1,3.36026,1.02773
296,3,100,0.0001,0.2,10,5,100,4,2,0.01,0.1,2,0,2.3602,0.977297
297,3,100,0.0001,0.2,10,5,100,4,2,0.1,0,1,1,0.0399905,7.77391
298,3,100,0.0001,0.2,10,5,100,4,2,0.1,0,1,0,2.302,8.3809
299,3,100,0.0001,0.2,10,5,100,4,2,0.1,0,2,1,0.0711045,8.76884
300,3,100,0.0001,0.2,10,5,100,4,2,0.1,0,2,0,1.81967,9.93998
301,3,100,0.0001,0.2,10,5,100,4,2,0.1,0.1,1,1,0.606566,8.41372
302,3,100,0.0001,0.2,10,5,100,4,2,0.1,0.1,1,0,66.9602,12.1912
303,3,100,0.0001,0.2,10,5,100,4,2,0.1,0.1,2,1,7.51318,10.5199
304,3,100,0.0001,0.2,10,5,100,4,2,0.1,0.1,2,0,0.804226,10.2891
305,1,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,1,0.00408221,0.28422
305,2,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,1,0.00157398,0.287046
305,3,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,1,0.00414227,1.35729
306,1,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,0,0.0177674,0.257127
306,2,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,0,0.00511891,0.466603
306,3,100,0.0001,0.2,10,5,100,4,3,0.01,0,1,0,0.0289901,1.44045
307,1,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,1,0.00323187,0.305241
307,2,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,1,0.000430066,0.282484
307,3,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,1,0.000411291,1.10249
308,1,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,0,0.00517769,0.195173
308,2,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,0,0.00418814,0.210377
308,3,100,0.0001,0.2,10,5,100,4,3,0.01,0,2,0,0.0397994,1.68304
309,1,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,1,2.93601,0.346252
309,2,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,1,2.95659,0.297777
309,3,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,1,3.467,1.029
310,1,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.150085,0.223051
310,2,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.154496,0.228887
310,3,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.143297,0.942092
311,1,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.09948,0.309724
311,2,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.09008,0.273117
311,3,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.13896,0.931234
312,1,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,0,0.517222,0.184746
312,2,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,0,0.56415,0.215714
312,3,100,0.0001,0.2,10,5,100,4,3,0.01,0.1,2,0,0.579787,0.88514
313,1,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,1,0.0561691,0.21639
313,2,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,1,0.026999,0.181725
313,3,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,1,0.0307368,0.911791
314,1,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,0,0.112592,0.168649
314,2,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,0,0.0194762,0.179204
314,3,100,0.0001,0.2,10,5,100,4,3,0.1,0,1,0,0.0274521,0.782075
315,1,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,1,0.0321896,0.167168
315,2,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,1,0.055711,0.182941
315,3,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,1,0.0368865,0.853457
316,1,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,0,1.51307,1.54435
316,2,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,0,1.00942,1.70175
316,3,100,0.0001,0.2,10,5,100,4,3,0.1,0,2,0,15.2965,0.858165
317,1,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.674502,0.159939
317,2,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.56564,0.152346
317,3,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.467399,0.812955
318,1,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.138265,0.141419
318,2,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.0580356,0.178498
318,3,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.0724646,0.824373
319,1,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,1,10.6802,1.18551
319,2,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,1,5.78303,0.979298
319,3,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,1,21.3931,0.876812
320,1,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,0,1.50982,1.40373
320,2,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,0,2.69806,0.290342
320,3,100,0.0001,0.2,10,5,100,4,3,0.1,0.1,2,0,2.79187,0.799251
321,3,100,0.0001,0.2,20,1,20,3,1,0.01,0,1,1,0.00374906,1.9322
322,3,100,0.0001,0.2,20,1,20,3,1,0.01,0,1,0,0.0304219,2.63129
323,3,100,0.0001,0.2,20,1,20,3,1,0.01,0,2,1,0.00038783,2.01701
324,3,100,0.0001,0.2,20,1,20,3,1,0.01,0,2,0,0.000111846,2.78155
325,3,100,0.0001,0.2,20,1,20,3,1,0.01,0.1,1,1,50.4078,13.2709
326,3,100,0.0001,0.2,20,1,20,3,1,0.01,0.1,1,0,0.0819966,10.3748
327,3,100,0.0001,0.2,20,1,20,3,1,0.01,0.1,2,1,0.545056,14.8984
328,3,100,0.0001,0.2,20,1,20,3,1,0.01,0.1,2,0,0.278355,15.3426
329,3,100,0.0001,0.2,20,1,20,3,1,0.1,0,1,1,0.015879,8.51625
330,3,100,0.0001,0.2,20,1,20,3,1,0.1,0,1,0,0.331786,8.79308
